,name,label,result
391,Yukie Uemura------------,1,"tensor([[-2.6110,  2.6914]])"
392,Tomoko Nishizaki--------,1,"tensor([[-2.3232,  2.3294]])"
397,Tsunehiro Nakatsuka-----,1,"tensor([[-2.2064,  2.2343]])"
398,Futema Mario------------,1,"tensor([[-2.5522,  2.6216]])"
401,Akiko Nakamura----------,1,"tensor([[-2.6228,  2.7102]])"
403,Claudio Kaneko----------,1,"tensor([[-1.9960,  1.9416]])"
404,Haruna Yomota-----------,1,"tensor([[-2.5006,  2.5552]])"
406,Naohiro Morimoto--------,1,"tensor([[-2.4416,  2.4762]])"
409,Tetsu Cono--------------,1,"tensor([[-2.3808,  2.4190]])"
410,Toshiro Nakamura--------,1,"tensor([[-2.4748,  2.5194]])"
411,Masahiro Saito----------,1,"tensor([[-2.2165,  2.2047]])"
412,Keiko Muranaka----------,1,"tensor([[-2.5291,  2.5929]])"
415,Yuka Ito----------------,1,"tensor([[-2.6485,  2.7484]])"
416,Mayumi Masuda-----------,1,"tensor([[-2.5917,  2.6660]])"
420,Miki Takagi-------------,1,"tensor([[-2.6127,  2.6992]])"
421,Mamoru Emoto------------,1,"tensor([[-2.4594,  2.5074]])"
425,Suzi Nishihara----------,1,"tensor([[-2.2117,  2.2018]])"
429,Eiji Irikuchi-----------,1,"tensor([[-2.4071,  2.4255]])"
431,Izumi Ito---------------,1,"tensor([[-2.6278,  2.7205]])"
432,Takefumi Yamada---------,1,"tensor([[-2.5817,  2.6616]])"
434,Yuka Onishi-------------,1,"tensor([[-2.4516,  2.4949]])"
435,Tassia Tagava-----------,1,"tensor([[-2.4908,  2.5436]])"
436,Aya Sakamoto------------,1,"tensor([[-2.5826,  2.6599]])"
443,Masako Miyanishi--------,1,"tensor([[-1.9637,  1.9112]])"
444,Takeshi Kawata----------,1,"tensor([[-2.2951,  2.3032]])"
446,Masae Fujita------------,1,"tensor([[-2.5773,  2.6510]])"
447,Mofius Okkafo-----------,1,"tensor([[-2.5803,  2.6552]])"
448,Kawamura Kazuaki--------,1,"tensor([[-2.4426,  2.4734]])"
449,Takashi Kd--------------,1,"tensor([[-1.9260,  1.8533]])"
452,Nobu Taka---------------,1,"tensor([[-2.6570,  2.7606]])"
453,Kazuki Shoji------------,1,"tensor([[-2.5098,  2.5691]])"
454,Mayumi Anada------------,1,"tensor([[-2.4250,  2.4644]])"
457,Inoue Naoki-------------,1,"tensor([[-2.6159,  2.7027]])"
461,Yuji Maeta--------------,1,"tensor([[-2.5663,  2.6446]])"
464,Akiko Ozaki-------------,1,"tensor([[-2.5575,  2.6286]])"
466,Katsumi Mizukawa--------,1,"tensor([[-2.5305,  2.5915]])"
467,Kiyohito Mikami---------,1,"tensor([[-2.3019,  2.2939]])"
469,Kazumi Nakamura---------,1,"tensor([[-2.6066,  2.6891]])"
471,Hironori Yamada---------,1,"tensor([[-2.1101,  2.0804]])"
473,Koki Nakamura-----------,1,"tensor([[-2.6141,  2.6971]])"
474,Miho Oishi--------------,1,"tensor([[-2.1073,  2.0748]])"
477,Keita Furuno------------,1,"tensor([[-2.5076,  2.5599]])"
478,Chie Ishibashi----------,1,"tensor([[-2.0656,  2.0185]])"
482,Taka Kouyama------------,1,"tensor([[-2.6021,  2.6815]])"
483,Akira Tsuji-------------,1,"tensor([[-2.5827,  2.6548]])"
484,Yui Shimabukuro---------,1,"tensor([[-2.5763,  2.6441]])"
485,Terutaka Tajima---------,1,"tensor([[-2.6108,  2.6944]])"
487,Junko Esaki-------------,1,"tensor([[-2.0598,  2.0157]])"
490,Yayoi Toya--------------,1,"tensor([[-2.6009,  2.6866]])"
491,Shuuji Chijiwa----------,1,"tensor([[-2.3800,  2.4009]])"
494,Yuzuru Hino-------------,1,"tensor([[-2.5076,  2.5676]])"
497,Suemi Shimabukuro-------,1,"tensor([[-2.4685,  2.5106]])"
498,Kagoshima Baba----------,1,"tensor([[-2.6130,  2.7040]])"
499,Takanori Kabashima------,1,"tensor([[-2.1839,  2.1754]])"
502,Sayo Omura--------------,1,"tensor([[-2.6310,  2.7203]])"
503,Takehiro Tajima---------,1,"tensor([[-2.4602,  2.4937]])"
504,Yusuke Imamura----------,1,"tensor([[-2.6065,  2.6853]])"
505,Saki Sueyoshi-----------,1,"tensor([[-1.9940,  1.9334]])"
508,Eiji Sawada-------------,1,"tensor([[-2.4341,  2.4801]])"
509,Mika Uekawa-------------,1,"tensor([[-2.4871,  2.5442]])"
510,Megumi Kawakami---------,1,"tensor([[-2.3699,  2.3790]])"
511,Mizuyuki Inoue----------,1,"tensor([[-2.3444,  2.3531]])"
513,Ueda Yoshihiro----------,1,"tensor([[-2.2427,  2.2342]])"
514,Masaho Haikawa----------,1,"tensor([[-2.3179,  2.3291]])"
516,Motoko Afuso------------,1,"tensor([[-2.4394,  2.4796]])"
517,Masato Fukunaga---------,1,"tensor([[-2.5688,  2.6465]])"
518,Yuko Baba---------------,1,"tensor([[-2.6589,  2.7639]])"
520,Toshihiko Seo-----------,1,"tensor([[-2.4650,  2.5160]])"
521,Ryoko Tanaka------------,1,"tensor([[-2.5252,  2.5880]])"
524,Yasuhisa Hattori--------,1,"tensor([[-2.3196,  2.3317]])"
525,Chikako Tobata----------,1,"tensor([[-2.6379,  2.7432]])"
526,Miho Takiguchi----------,1,"tensor([[-1.9920,  1.9271]])"
527,Yuki Nishikawa----------,1,"tensor([[-2.5059,  2.5582]])"
528,Ryuji Yoshinaga---------,1,"tensor([[-1.9792,  1.9329]])"
529,Motoshi Okamoto---------,1,"tensor([[-2.5496,  2.6149]])"
530,Chie Sakou--------------,1,"tensor([[-2.4630,  2.5160]])"
533,Yume Kikukawa-----------,1,"tensor([[-2.6227,  2.7095]])"
534,Momoko Kobayashi--------,1,"tensor([[-2.4069,  2.4346]])"
535,Kizaki Ai---------------,1,"tensor([[-2.2649,  2.2791]])"
537,Tamami Kagawa-----------,1,"tensor([[-2.4253,  2.4630]])"
539,Makoto Uemura-----------,1,"tensor([[-2.5982,  2.6737]])"
540,Asako Takahashi---------,1,"tensor([[-2.3713,  2.3862]])"
542,Satoru Nakao------------,1,"tensor([[-2.6607,  2.7719]])"
543,Nobuhiro Hiraya---------,1,"tensor([[-2.3027,  2.3178]])"
545,Sumiko Futamura---------,1,"tensor([[-2.5700,  2.6373]])"
547,Shizuka Seyama----------,1,"tensor([[-2.5487,  2.6113]])"
549,Taro Tatsuta------------,1,"tensor([[-2.6051,  2.6847]])"
550,Junko Yoshizuka---------,1,"tensor([[-2.5715,  2.6399]])"
552,Naoya Shinagawa---------,1,"tensor([[-2.4552,  2.4988]])"
553,Kiyokatu Nshizato-------,1,"tensor([[-2.3001,  2.3157]])"
554,Honda Takayuki----------,1,"tensor([[-2.4639,  2.4992]])"
555,Maki Fukushima----------,1,"tensor([[-2.6106,  2.6857]])"
556,Makoto Nakamura---------,1,"tensor([[-2.6122,  2.6974]])"
557,Seiji Tsukioka----------,1,"tensor([[-2.6420,  2.7419]])"
558,Michio Koyama-----------,1,"tensor([[-2.4895,  2.5386]])"
559,Takako Ohira------------,1,"tensor([[-2.6037,  2.6866]])"
561,Mariko Okamoto----------,1,"tensor([[-2.5955,  2.6754]])"
564,Mami Shimoyoshi---------,1,"tensor([[-1.8809,  1.8101]])"
565,Yuki Murata-------------,1,"tensor([[-2.6297,  2.7223]])"
566,Fauziah Kanako----------,1,"tensor([[-2.3802,  2.4045]])"
567,Sakamoto Daiki----------,1,"tensor([[-2.4960,  2.5421]])"
568,Yuko Miyazaki-----------,1,"tensor([[-2.5607,  2.6287]])"
569,Keishiro Sasaki---------,1,"tensor([[-2.2341,  2.2225]])"
570,Tetsuji Koya------------,1,"tensor([[-2.6070,  2.6941]])"
571,Yuria Sakiyama----------,1,"tensor([[-2.6100,  2.6946]])"
573,Noritoshi Oyama---------,1,"tensor([[-2.3252,  2.3318]])"
574,Yutaka Imanishi---------,1,"tensor([[-2.3528,  2.3604]])"
575,Yukie Ishibashi---------,1,"tensor([[-2.1565,  2.1274]])"
577,Sayuri Takaki-----------,1,"tensor([[-2.5876,  2.6633]])"
578,Sakurako Egami----------,1,"tensor([[-2.4242,  2.4498]])"
580,Takuya Ogata------------,1,"tensor([[-2.6232,  2.7158]])"
581,Jumpei Honda------------,1,"tensor([[-2.2997,  2.3106]])"
582,Shuro Yasui-------------,1,"tensor([[-2.5683,  2.6352]])"
585,Kiyotaka Ohtsubo--------,1,"tensor([[-2.5249,  2.5812]])"
587,Yuko Noda---------------,1,"tensor([[-2.6584,  2.7635]])"
593,Naotaka Natsuaki--------,1,"tensor([[-2.6100,  2.6968]])"
594,Yoshito Uchiyama--------,1,"tensor([[-2.1052,  2.0706]])"
595,Masataka Oba------------,1,"tensor([[-2.6341,  2.7297]])"
597,Yuuya Kawahara----------,1,"tensor([[-2.5156,  2.5776]])"
598,Jun-Ichi Tomiki---------,1,"tensor([[-2.0510,  1.9963]])"
599,Kaori Nohara------------,1,"tensor([[-2.5433,  2.6130]])"
600,Noriko Iwaihara---------,1,"tensor([[-2.3926,  2.4251]])"
601,Shuji Funakura----------,1,"tensor([[-2.5475,  2.6098]])"
606,Madoka Kamiyama---------,1,"tensor([[-2.5274,  2.5833]])"
608,Kaoru Oda---------------,1,"tensor([[-2.6246,  2.7147]])"
609,Miho Somekawa-----------,1,"tensor([[-2.2235,  2.2154]])"
610,Azusa Higa--------------,1,"tensor([[-2.4350,  2.4859]])"
611,Tomoki Hirata-----------,1,"tensor([[-2.4411,  2.4843]])"
612,Ken Baba----------------,1,"tensor([[-2.1135,  2.0914]])"
614,Mari Takara-------------,1,"tensor([[-2.5609,  2.6357]])"
619,Ken Sasajima------------,1,"tensor([[-2.0981,  2.0580]])"
621,Yutaka Toya-------------,1,"tensor([[-2.6566,  2.7649]])"
624,Hideaki Akahoshi--------,1,"tensor([[-2.0294,  1.9862]])"
625,Shunsuke Sakamoto-------,1,"tensor([[-2.5825,  2.6728]])"
630,Kei Tsutsumi------------,1,"tensor([[-2.6312,  2.7127]])"
634,Kiyo Jojo---------------,1,"tensor([[-2.5192,  2.5920]])"
635,Kohei Chhkuchi----------,1,"tensor([[-2.2843,  2.2704]])"
637,Akihiro Oseki-----------,1,"tensor([[-1.9542,  1.8865]])"
638,Isao Watanabe-----------,1,"tensor([[-2.3187,  2.3308]])"
639,Takashi Asai------------,1,"tensor([[-2.3969,  2.4277]])"
640,Seitetsu Sadanao--------,1,"tensor([[-2.5087,  2.5796]])"
642,Katsunori Ogawa---------,1,"tensor([[-1.9904,  1.9415]])"
644,Wako Tsutsumi-----------,1,"tensor([[-2.6237,  2.7001]])"
646,Hitomi Nakamura---------,1,"tensor([[-2.5531,  2.6170]])"
647,Mami Miura--------------,1,"tensor([[-2.4908,  2.5507]])"
649,Yuki Hori---------------,1,"tensor([[-2.4560,  2.5158]])"
650,Hiroshi Kuriyama--------,1,"tensor([[-2.1357,  2.1077]])"
651,Chiaki Igu--------------,1,"tensor([[-2.1863,  2.1778]])"
653,Katsuyuki Takahara------,1,"tensor([[-2.4263,  2.5048]])"
654,Masataka Masuda---------,1,"tensor([[-2.5784,  2.6519]])"
655,Mikoto Mori-------------,1,"tensor([[-2.4490,  2.5027]])"
656,Yuumi Morita------------,1,"tensor([[-2.6080,  2.6934]])"
657,Ayumi Tsukamoto---------,1,"tensor([[-2.6161,  2.7029]])"
658,Yoko Okada--------------,1,"tensor([[-2.6550,  2.7590]])"
659,Mayumi Kamimura---------,1,"tensor([[-2.5283,  2.5803]])"
660,Jiro Yoshizuka----------,1,"tensor([[-2.5862,  2.6582]])"
664,Miharu Tashima----------,1,"tensor([[-2.5122,  2.5566]])"
665,Hideka Fukushima--------,1,"tensor([[-2.5413,  2.5931]])"
666,Yusuke Araki------------,1,"tensor([[-2.6221,  2.7096]])"
667,Nanako Asato------------,1,"tensor([[-2.5886,  2.6681]])"
668,Daisuke Shindo----------,1,"tensor([[-2.2905,  2.2917]])"
669,Yoshifumi Matsunaga-----,1,"tensor([[-1.9566,  1.9647]])"
670,Aya Matsumoto-----------,1,"tensor([[-2.6234,  2.7093]])"
671,Yohei Konishi-----------,1,"tensor([[-1.9785,  1.9138]])"
672,Deize Todoroki----------,1,"tensor([[-2.3107,  2.3178]])"
675,Yamashita Kaoru---------,1,"tensor([[-2.3872,  2.4061]])"
676,Tanaka Yoshiko----------,1,"tensor([[-2.5662,  2.6327]])"
677,Risa Takahashi----------,1,"tensor([[-2.0265,  1.9745]])"
678,Koji Yonekura-----------,1,"tensor([[-2.4893,  2.5362]])"
682,Hanako Katayama---------,1,"tensor([[-2.5633,  2.6364]])"
683,Hitoshi Yamasaki--------,1,"tensor([[-2.2439,  2.2358]])"
685,Nishihara Kazue---------,1,"tensor([[-1.8996,  1.8315]])"
687,Masaomi Hashimoto-------,1,"tensor([[-2.3398,  2.3523]])"
688,Aya Inutsuka------------,1,"tensor([[-2.6505,  2.7479]])"
689,Takahiro Ohara----------,1,"tensor([[-2.2618,  2.2638]])"
690,Seiko Kaneko------------,1,"tensor([[-2.3022,  2.3128]])"
691,Yusuke Akiyoshi---------,1,"tensor([[-2.3973,  2.4194]])"
694,Nami Noguchi------------,1,"tensor([[-2.1027,  2.0615]])"
695,Shotaro Matsushita------,1,"tensor([[-2.2291,  2.2410]])"
699,Chiharu Kogumasaka------,1,"tensor([[-2.2577,  2.2872]])"
700,Kumiko Tanaka-----------,1,"tensor([[-2.6423,  2.7451]])"
702,Ikushige Yamada---------,1,"tensor([[-2.4934,  2.5453]])"
706,Khan Baba---------------,1,"tensor([[-2.0069,  1.9555]])"
707,Honda Yuko--------------,1,"tensor([[-2.5784,  2.6548]])"
708,Tomohide Nakashima------,1,"tensor([[-2.1788,  2.1707]])"
709,Kyo Miyazaki------------,1,"tensor([[-2.2551,  2.2558]])"
711,Fukiko Tamashiro--------,1,"tensor([[-2.3708,  2.3915]])"
712,Kentaro Niimoto---------,1,"tensor([[-2.1243,  2.0889]])"
714,Ayano Yoseda------------,1,"tensor([[-1.9087,  1.8361]])"
715,Akihiro Muta------------,1,"tensor([[-2.4648,  2.5104]])"
716,Mayumi Kumamoto---------,1,"tensor([[-2.5761,  2.6457]])"
718,Miyuki Yamamoto---------,1,"tensor([[-2.5207,  2.5760]])"
720,Yk Shimama--------------,1,"tensor([[-2.5437,  2.6116]])"
722,Sawami Yamamoto---------,1,"tensor([[-2.4792,  2.5234]])"
723,Sonu Rai----------------,1,"tensor([[-2.4408,  2.4977]])"
725,Noriko Namitome---------,1,"tensor([[-2.2820,  2.2742]])"
728,Mitsuki Okada-----------,1,"tensor([[-2.6494,  2.7546]])"
729,Masayuki Takahashi------,1,"tensor([[-1.9025,  1.8704]])"
730,Daisuke Ito-------------,1,"tensor([[-2.6096,  2.6962]])"
731,Kaori Sakai-------------,1,"tensor([[-2.6128,  2.6989]])"
733,Yousuke Irie------------,1,"tensor([[-2.4498,  2.4991]])"
734,Yoshihara Yasuaki-------,1,"tensor([[-2.4065,  2.4335]])"
738,Hajime Okamoto----------,1,"tensor([[-2.5742,  2.6467]])"
739,Yoko Doi----------------,1,"tensor([[-2.4363,  2.4947]])"
740,Rika Wakayama-----------,1,"tensor([[-2.6157,  2.7032]])"
741,Koichiro Oka------------,1,"tensor([[-2.4027,  2.4365]])"
742,Hisashi Ishikawa--------,1,"tensor([[-2.0809,  2.0498]])"
745,Hiroyuki Takano---------,1,"tensor([[-2.3959,  2.4277]])"
746,Tatsuo Nakat------------,1,"tensor([[-2.6520,  2.7566]])"
747,Rumiko Miyasaka---------,1,"tensor([[-2.5976,  2.6880]])"
748,Nahoko Kimata-----------,1,"tensor([[-2.6003,  2.6816]])"
749,Takeshi Nakamura--------,1,"tensor([[-2.5061,  2.5591]])"
750,Takayuki Hara-----------,1,"tensor([[-2.5699,  2.6445]])"
752,Shoko Yamagiwa----------,1,"tensor([[-2.3098,  2.3165]])"
753,Shinya Takaoki----------,1,"tensor([[-2.4345,  2.4690]])"
756,Yasuko Claar------------,1,"tensor([[-2.2516,  2.2565]])"
757,Hiromi Ichiji-----------,1,"tensor([[-1.9861,  1.9226]])"
758,Sorisu Fukushima--------,1,"tensor([[-2.5613,  2.6194]])"
761,Makoto Yoshino----------,1,"tensor([[-2.1961,  2.1779]])"
763,Nobutaka Aida-----------,1,"tensor([[-2.6445,  2.7475]])"
765,Yasuhiro Ouchi----------,1,"tensor([[-2.4194,  2.4365]])"
770,Akina Tanaka------------,1,"tensor([[-2.4016,  2.4363]])"
771,Eriko Okano Kato--------,1,"tensor([[-2.2570,  2.2607]])"
774,Takao Shinohara---------,1,"tensor([[-2.3919,  2.4244]])"
